Author,Title
"PARTHE, H",ART And SCIENCE OF UTILIZATION OF ELECTRICAL ENERGY 
R krishnan,Permanent magnet Synchronous and brushless DC motor Drives 
George J. Anders,Rating of electric power cables in unfavourable thermal environment 
Rapeeq Rehman,Solaris 8  Network Administrator Certification Training Guids 
Timothy L. Skvarenina,Electrical Power and Controls 
"ABDUS SALAM, MOHD",FUNDAMENTALS OF POWER SYSTEMS 
ANWANI M.L.,BASIC ELECTRIC ENGINEERING 
"ARRILLAGA, I",COMPUTER MODELLING OF ELECTRICAL POWER SYSTEMS 
BABUJAN,BASIC ELECTRICAL AND ELECTRICAL ENGINEERING 
"Banad, M S",Elements of Electrical Engineering 
"Bruice, Paula Yurkanis",Essential Organic Chemistry 
Cotton,Advanced Electrical Technology 
COTTON H,ELECTRICAL TECHNOLOGY 
Edward Haughes,Hughes Electrical Technology 
"Elgerd,Olle I",Electric Energy Systems Theory  An Introduction 
"Garg , Ram Kumar",Electric Power Utilization 
Gupta J.B.,Course in Electrical TechnologyBasic Electrical Engineering Vol1 
GUPTA J.B,FUNDAENTALS OF ELECTRICAL ENGINEERING AND ELECTRONICS 
"HAMBLEY, ALLAN R",ELECTRICAL ENGINEERIN G 
Hugh Hildreth Skilling,Fundamentals of Electric Waves 
"Jain, V K",Design of Electrical Installations 
"KRAUSE, PAUL C",ANALYSIS OF ELECTRIC MACHINERY AND DRIVE SYSTEMS 
Mehta V K,Principles of Electrical Engineering and Electronics 
Partab H,Art and Science of Utilisation of Electrical Energy 
"PARTAB, H.",ART AND SCIENCE OF UTILISATION OF ELECTRICAL ENERGY 
"SALAM, M A",PRINCIPLES AND APPLIATIONS OF ELECTRICAL ENGINEERING 
RAJPUT .R .K,Basic Electrical and Electronics 
RAJENDRAPRASAD,Fundamentals of Electrical engineering 
"RAJPUT, RK",UTILISATION OF ELECTRICAL POWER 
LAKSHMY N RES/E,ELECTRICAL TECHNOLOGY
SMARAJITH GHOSH,ELECTRICAL AND ELECTRONICS ENGINEERING 
SMARAJIT GHOSH,FUNDAMENTALS OF ELECTRICAL AND ELECTRONICS ENGINEERING 
Surinder Pal Bali,ELECTRICAL TECHNOLOGY MACHINES AND MEASUREMENTS 
"THERAJA, B L",TEXTBOOK OF ELECTRICAL TECHNOLOGY 
Theraja,A TEXT BOOK OF ELECTRICAL TECHNOLOGY IN SI UNITS VOL1 
Theraja,A TEXT BOOK OF ELECTRICAL TECHNOLOGY IN SI UNITS VOL3 
Theraja,A TEXT BOOK OF ELECTRICAL TECHNOLOGY IN SI UNITS VOL4 
Theraja,Electrical Technology 
"Theraja, BL",Fundamentals of Electrical Engineering And Electronics 
Theraja B L,Textbook of Electrical Technology in SI unitsVol1Basic Electrical Engineering 
Theraja BL,Textbook of Electrical TechnologyIn SI unitsvol 1Basic Electrical Engineering 
THERAJA B.L,TEXTBOOK OF ELECTRICAL TECHNOLOGY VOL1 
Theraja BL,Textbook of Electrical Technology VOL4 
THYAGARAJAN,ENGINEERING BASICS 
"UPPAL, SS",ELECTRICAL POWER 
VAENKATESH V,Electrical Engineering 
"WEEDY, BM",ELECTRIC POWER SYSTEMS 
Stephen Fonash,Solar Cell Device Physics
Theraja,Textbook of Electrical technology Volume II 
D P Kothari,MODERN POWER SYSTEM ANALYSIS 
GEORGE.L.KUSIC,COMPUTERAIDED POWER SYSTEMS ANALYSIS 
STANLEY D.WILLIAM,FUNDAENTALS OF ELECTRICAL ENGINEERING AND TECHNOLOGY 
C.L.WADHWA,GENERATION DISTRIBUTION ADN UTILIZATION OF ELECTRICAL ENERGY 
"INIEWSKI, KRZYSZTOF",SMART GRID  INFRASTRUCTURE AND NETWORKING 
"Nagsarkar, TK",Basic Electrical Engeneering 
"GUPTA, JB",UTILIZATION OF ELECTRIC POWER AND ELECTRIC TRACTION 
Muthukutla S Sarma,Electrical Machines 
KRISHNA REDDY K,ELECTRICAL MACHINES II 
AGARWAL R.K.,PRINCIPILES OF MACHINE DESIGN 
Gupta J.B.,Theory and performance of electrical machines DC machines polyphase circuites And ac machines 
BANDHOPADHYAY,ELECTRICAL MACHINES  THEORY And PRACTICE 
"AGARWAL, R K",PRINCIPLES OF ELECTRICAL MACHINE DESIGN 
"ASHRAF, IMTIAZ",ELECTRICAL MACHINES 
Bhatacharya SK,Control of Electrical Machines 
"BHAG, GURU S",ELECTRIC MACHINERY AND TRANSFORMERS 
"BIANCHI, NICHOLA",ELECTRICAL MACHINE ANALYSIS USING FINITE ELEMENTS 
BIMBHRA PS,ELECTRICAL MACHINERY 
"BIMBHRA, P S",GENERALIZED THEORY OF ELECTRICAL MACHINES 
"DEL TORO, VINCENT",BASIC ELECTRIC MACHINES 
"FITZGERALD, A.E, KINGSLEY, CHARLES Jr",ELECTRIC MACHINERY 
"FITZGERALD, A E",PROBLEMS AND SOLUTIONS IN ELECTRIC MACHINERY 
"Haran, Sheilaa",Electrical Machines  II 
"Haran, Sheilaa",ELECTRICAL MACHINESII 
"KAMAKSHAIAH, S",HVDC TRANSMISSION 
"JANARDANAN, E G",SPECIAL ELECTRICAL MACHINES 
KOTHARI D.P.,ELECTRIC MACHINES 
Kothari,Theory and Problems of Electric MachinesTMH outline Series 
"Krishna Reddy, K",Electrical Machines  I 
MOHD. ABDUS SALAM,FUNDAMENTALS OF ELECTRICAL MACHINES 
MOHAMED E. EL -HAWARY,PRINCIPLES OF ELECTRIC MACHINES WITH POWER APPLICATIONS 
Nagrath,Electric Machines 
Nasar,Electric Machines and Power Systems VOL1 
"NED, MOHAN",ELECTRIC MACHINES AND DRIVES  A FIRST COURSE 
"Park ,FLUX",Laboratory Manual And Observation in Electrical Machines1 
"Rajput, R K",Alternating Current Machines 
SAILENDRA NATH BHADRA,ELECTRIC MACHINERY EXPERIMENTS 
SEN P C,Principles of Electric Machines And Power Electronics 
"WILDI, THEODORE",ELECTRICAL MACHINES DRIVES AND POWER SYSTEMS 
Stephen J. Chapman,Electric Machinery Fundamentals 
Gupta J B,A Course in Electrical TechnologyElectrical Machines Vol II 
B.R.GUPTA,FUNDAMENTALS OF ELECTRIC MACHINES 
J.B.Gupta,THEORY And PERGORMANCE OF ELECTRICAL MACHINES 
John Hindmarsh,Electrical Machines and their Applications 
R.KRISHNAN,ELECTRIC MOTOR DRIVES 
RAJPUT.R.K,ELECTRICAL MACHINES IN SI UNITS 
Narang K L,Electrical Engineering Drawing 
"KOTHARI, DP",ELECTRIC MACHINE 
"BAKER, THOMAS E",ELECTRICAL CALCULATIONS AND GUIDELINES FOR GENERATING STATIONS AND INDUSRIAL PLANTS 
Gupta J B,UTILISATION OF ELECTRICAL POWER AND ELECTRIC TRACTION 
RAINA,ELECTRICAL DESIGN ESTIMATING AND COSTING 
SINGH L.P,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS 
"Gupta, BR",Poewr System Analysis andDesign 
"PARTAB, H",ART AND SCIENCE OF UTILON OF ELECTRICAL ENGINEER 
WADHWA C.L.,GENERATION DISTRIBUTION And UTILIZATION OF ELECTRICVAL ENERGY 
GREENWOOD . ALLEN,ELECTRICAL TRANSIENTS IN POWER SYSTEMS 
"KIRTLEY, JAMES L",ELECTRIC POWER PRINCIPLES 
"EARNEST, JOSHUA",WIND POWER TECHNOLOGY 
"WANG, LINGFENG",WIND POWER SYSTEMS APPLICATIONS OF COMPUTATIONAL SYSTEMS 
A RV jha,Wind turbine technology 
"ADAMS, THOMAS M",INTRODUCTORY MEMS  FABRICATION AND APPLICATIONS 
"BHATTACHARYA, DILIP KUMAR",MICROELECTROMECHANICAL SYSTEMS MEMS 
CHANG LIU,FOUNDATIONS OF MEMS 
"TOM, J",ENERGY HARVESTING SYSTEMS 
JULIAN W GARDENER,MICROSENSORS MEMS AND SMART DEVICES 
"GOU, BEI",FUEL CELLS MODELING CONTROL AND APPLICATIONS 
"LARMINIE, JAMES",FUEL CELL SYSTEMS EXPLAINED 
"SHEKAWAT, D",FUEL CELLS TECHNOLOGIES FOR FUEL PROCESSING 
"SORENSEN, BENT",HYDROGEN AND FUEL CELLS 
CHOUDHARY RAI.P,MEMS AND MOEMS TECHNOLOGY AND APPLICATIONS 
"JACK, ROSENBLATT",DIRECT AND ALTERNATING CURRENT MACHINERY 
"JAY, STEPHEN",HIGH VOLTAGE ELECTRICITY INSTALLATIONS 
"SAY, M G",PERFORMANCE AND DESIGN OF ALTERNATING CURRENT MACHINES 
"WOLLENBURG, BRUCE",POWER GENERATION OPERATION AND CONTROL 
"CLAYTON, A.E",PERFORMANCE AND DESIGN OF DIRECT CURRENT MACHINES 
"LANGSDORF, ALEXANDER S",THEORY OF ALTERNATIVE CURRENT MACHINERY 
SAY MG,PERFORMANCE DESIGN OF ALTERNATING CURRENT MACHINES 
Alexander S Langsdorf,Theory of Alternating Current Machinery 
"Haran ,SHEILA C",Sychronous Indcuction and Special Machines 
M.G.SAY,THE PERFORMANCE AND DESIGN OF ALTERNATION CURRENT MACHINES 
SUBRAHANYAM VEDAM,THYRISTOR CONTROL OF ELECTRIC DRIVES 
"HOCHART ,BERNAD",Power Transformer Handbook 
"GEORGILAKIS, PAVLOS, S",SPOT LIGHT ON MODERN TRANSFORMER DESIGN  POWER SYSTEMS 
"MCLYMAN, WYM.T.COL",TRANSFORMER AND INDUCTOR DESIGN HANDBOOK 
Jai P. Agrawal,Power electronic System Theory and design 
PS BIMBRA,POWER ELECTRONICS
"HART, DANIEL W",POWER ELECTRONICS 
M.D.Singh,Power Electronics 
Ned Mohan,Power Electronics  Converts Applications and Design 
"Nagrath, I J",TEXTBOOK OF CONTROL SYSTEM ENGINEERING 
ANAND KUMAR A,DIGITAL SIGNAL PROCESSING 
B.K.Bose,Modern Power Electronics  Evolution Technology and Application 
BHEL,HAND BOOK OF SWITCHGEARS 
"BOSE, BIMAL K",POWER ELECTRONICS AND VARIABLE FREQUENCY DRIVES TECHNOLOGY AND APPLICATIONS 
Donald R. Coughanowr,Process  Systems Analysis and Control 
Curtis Johnson,Process Control Instrumentation Technology 
Deshpande,Switchgear and Protection 
"Gottieb,Irving M",Electronic Power Control 
Jacob,Power Electronics  Principles And Applications 
"Jagannathan, V",Power Electronics  Devices and Circuits 
JAGANATHAN J,POWERELECTRONICS 
Jayant Baliga,Power Semicenductor Devices 
"JOSEPH, VITHAYATHIL",POWER ELECTRONICS  PRINCIPLES AND APPLICATIONS 
Krein Philip T,Elements of Power Electronics 
"LIN lUO, FANG",DIGITAL POWER ELECTRONICS AND APPLICATIONS 
Mohan Ned,Power Electronics  Converters Applications and Design 
"MOHAN, MATHUR R",THYRISTOR BASED FACTS CONTROLLERS FOR ELECTRICAL TRANSMISSION SYSTEMS 
"HOROWITZ, STANLEY H",POWER SYSTEM RELAYING 
"Ramar, S",Power System Operation and Control 
"Rashid ,Mohammad H.",Power Electronics Circuits Devices and Applications 
RICHARD.C.DORF,MODERN CONTROL SYSTEMS 
"SEN, PC",ELECTRIC MACHINES AND POWER ELECTRONICS 
SenP.C.,Modern Power Electronics 
"SHENG, WILLIAM W",POWER ELECTRONIC MODULES DESIGN AND MANUFACTURE 
"SLONE, RANDY, G",ELECTRICITY AND ELECTRONICS 
"AGRAWAL, JAI P",POWER ELECTRONIC SYSTEMS 
BINAL.K.BOSE,MODERN POWE ELECTRONICS AND AC DRIVES 
"GHOSH, ARINDAM",POWER QUALITY ENHANCEMENT USING CUSTOM POWER DESIGN 
GRAHAM.C.GOODWIN,CONTROL SYSTEM DESIGN 
BENJAMIC.C.KUO,AUTOMATIC CONTROL SYSTEMS 
Muhammad H Rashid,Power Electronics  Circuits Devices and applications 
S.SIVANAGARANJU,POWER ELECRONICS 
Chakrabarti A,Textbook of Power system Engineering 
Soni,Textbook of Power System Engineering 
"BATARSEH, ISSA",POWER ELECTRONIC CIRCUITS 
"MUHAMMAD, RASHID H",POWER ELECTRONICS  HANDBOOK DEVICES CIRCUITS AND APPLICATIONS 
"BIMAL, BOSE K",POWER ELECTRONICS AND VARIABLE FREQUENCY DRIVES  TECHNOLOGY AND APPLICATIONS 
Jagannathan V,Introduction to Power Electronics 
"RASHID, MUHAMMAD",POWER ELECTRONICS  CIRCUITS DEVICES And APPLICATIONS 
"Shaffer, Randall",Fundamentals of Power Electronics With Matlab 
"PATIL, M B",SIMULATION OF POWER ELECTRONIC CIRCUITS 
"BEGAMUDRE, RAKOSH DAS",EXTRA HIGH VOLTAGE AC TRANSMISSION ENGINEERING 
"PRABHA, KUNDUR",POWER SYSTEM SATBILITY AND CONTROL 
"BERGER, LARS T",SMART GRID APPLICATIONS COMMUNICATIONS AND SECURITY 
"IBRAHIM, MOHAMED",DISTURBANCE ANAYSIS FOR POWER SYSTEMS 
"Ryder,J D",Networks Links and Fields 
"SALLAM, ABDELHAY A. OM, P MALIK",ELECTRIC DISTRIBUTION SYSTEMS 
"SIOSHANSI, FEREIDOON P",SMART GRID INTEGRATING RENEWABLE DISTRIBUTED AND EFFICIENT ENERGY 
"STEVENSON, WILLIAM D",ELEMENTS OF POWER SYSTEM ANALYSIS 
MINI S THOMASS,POWER SYSTEM SCADA AND SMART GRIDS
Glibert n sorebo ,Smart grid swecurity an end to end view of security in the new electrical grid 
SIMON ALEJANDRO OLIVIA,POWER SWITCHING CONVERTERS 
"ANDERS, GEORGE",INNOVATIONS IN POWER SYSTEMS RELIABILITY 
Badri Ram,Power System Protection and Switchgear 
"BANDHOPADHYAY, M N",ELECTRICAL POWER SYSTEMS THEORY AND PRACTICE 
"CASAZZA, JACK",UNDERSTANDING ELECTRIC POWER SYSTEMS 
"CHEN, HAOYONG",POWER SYSTEM OPTIMIZATION 
"DAS, J C",POWER SYSTEM ANALYSIS 
"Deshpande, M V",Electrical Power System Design 
"FUCHS, EDWARD F",POWER QUALITY IN POWER SYSTEMS AND ELECTRICAL MACHINES 
"GUHA, ABHJITH",ELECTRO MEGNETIC TRANSIENTS IN POWER SYSTEMS 
Gupta J B,COURSE IN POWER SYSTEMS 
Harrison J A,Essence of Electric Power Systems 
INDULKARC.S,POWER SYSTEM TRANSIENTS 
"JAYASHRI, R",ELECTRICAL POWER DELIVERY SYSTEM 
"KIMBARK, EDWARD WILSON",POWER SYSTEM STABILITY VOL3 
"KOTHARI, D.P",POWER SYSTEM ENGINEERING 
"LAI, LOI LEI",POWER SYSTEM RESTRUCTURING AND DEREGULATION  TRADING PERFORMANCE AND INFORMATION TECHNOLOGY 
"MADHAVARAO, TS",POWER SYSTEM PROTECTION STATIC RELAYS WITH MICROPROCESSOR APPLICATIONS 
MEHTA.V.K,PRINCIPLES OF POWER SYSTEM 
MILANO F,POWER SYSTEM MODELLING AND SCRIPTING 
"MOHAN, NED",ELECTRIC POWER SYSTEMS  A FIRST COURSE 
NAGSARKAR,POWERSYSTEM ANALYSIS
NAGRATH J I,Modern Power System Analysis 
Nagrath,Systems  Modelling and Analysis 
PAI MA,COMPUTER TECHNIQES IN POWER SYSTEM ANALYSIS 
PRABHA KUNDUR,POWER SYSTEM STABILITY AND CONTROL 
"Rajput, R K",Textbbok of Power System Engineering 
"RAO, SUNIL S",SWITCHGEAR PROTECTION AND POWER SYSTEMS 
"SEIFFI, HOSSEIN, MOHAMMED SADEGH, SEPASIAN",ELECTRIC POWER SYSTEM PLANNING 
"SINGH, S M",ELECTRIC POWER GENERATION TRANSMISSION AND MISSION AND DISTRIBUTION 
"Sivanagaraju, S",Electrical Power System Analysis 
SIVANAGARAJU,POWER SYSTEM OPERATION AND CONTROL 
"TLEIS, NASSER",POWER SYSTEMS MODELLING AND FAULT ANALYSIS 
UMA RAO,COMPUTER TECHNIQUES AND MODELS IN POWER SYSTEMS 
"WADHWA, C L",ELECTRICAL POWER SYSTEM 
"WAKILEH, GEORGE J",POWER SYSTEMS HARMONICS  FUNDAMENTALS ANALYSIS AND FILTER DESIGN 
"Kundur, Prabha",Power system Stability and control 
"Murthy,KVV",Basic Circuit Analysis 
PADIYAR,HVDC POWER TRANSMISSION SYSTEMS 
"RAO, S",EHVAC HVDC TRANSMISSION AND DISTRIBUTION ENGINEERING 
"Ray, Subir",AN INTRODUCTION TO HIGH VOLTAGE ENGINEERING 
"RIEDEL, NILSSON",ELECTRIC CIRCUITS 
WADHWA,HIGH VOLTAGE ENGINEERING 
"WJITAKER, C JERRY",AG POWER SYSTEMS HANDBOOK 
GUPTA B.R.,FUNDAMENTALS OF ELECTRICAL NETWORKS 
"ALLEN, Ronald L MILLS, Duncan W",SIGNAL ANALYSIS Time Frequency Scale and Structure 
Gupta,Fundamentals of Electronics Machines 
Edminister Joseph A,Theory and Problems of Electric CircuitsSchaums Outline 
ALEXANDERCHARLES K,FUNDAMENTALS OF ELECTRIC CIRCUITS 
ARUMUGAM,ELECTRICAL CIRCUIT THEORY 
"Babu, PRamesh",Electrical Circuit Analysis 
Bell,Electric Circuits 
"Desoer,Charles A",Basic Circuit Theory 
DORF RICHARD C.,INTRODUCTION TO ELECTRIC CIRCUITS 
EdimiristerJoseph A,SCHAUMS OUTLINES Electric Circuits 
EdimiristerJoseph A,Theory and Problems of Electric Circuits Schaums Outline of  
G.K.Mithal,Fundamentals of Electronics and Instrumentation 
HAYT,Engineering Circuit Analysis 
"HAYT, WILLIAM H",ENGINEERING CIRCUIT ANALYSIS 
"HUELSMAN, LAWRENCE P",BASIC CIRCUIT THEORY 
Iyer,Circuit theory 
Johnson,Basic Electric Circuit Analysis 
KURIAKOSE C P,CIRCUIT THEORY 
MAHADEVAN,ELECTRICAL CIRCUIT ANALYSIS 
"NAGOOR KANI, A",CIRCUIT ANALYSIS 
"NAHVI, MAHMOOD",ELECTRIC CIRCUITS  SCHAUMS OUTLINES 
NahviMohmood,Theory and Problems of Electric Circuits 
"Naser ,Syed A.",Electric Circuits  3000 solved Problems in Schaums Solved Problems Series 
PARANJOTHIS.R.,ELECTIC CIRCUIT ANALYSIS 
"PARANJOTHI, S, R",ELECTRIC CIRCUIT ANALYSIS 
"FLOYD, THOMAS L",PRINCIPLES OF ELECTRIC CIRCUITS 
Rajaswaran K,Electric circuit theory 
"Ramesh Babu, P",Circuit Theory 
Sowmya B,Electri Circuit AnalysisCircuit Theory 
Sudhakar,CIRCUITS AND NETWORKS 
"SUDHAKAR, A",CIRCUITS AND NETWORKS  ANALYSIS AND SYNTHESIS 
"YANG, WON Y",CIRCUIT SYSTEMS WITH MATLAB AND PSPICE 
Douglas Brooks,Signal Integrity Issues and Printed Circuit Board Design 
CHOUDHURY ROY D,NET WORK And SYSTEMS 
J.R. Cogdell,Foundations of Electric Circuits 
"GUPTA, BR",ELECTRICAL NETWORKS 
S.P. Eugene Xauier,Electric Circuit Analysis 
"Aatre,Vasudev K.",Network Theory And Filter Design 
Jain P K,Networks Filters and Transmission Lines 
"Badrinarayanan, S",Electric Circuit Theory 
BADRINAYANAN.S,ELECTREC CIRCUIT THEORY 
BIRD JOHN,ELECTRICAL CIRCUIT THEORY And TECHNOLOGY 
"Raghuraman, S",Protection and Switchgear 
UPPAL S L,ELECTRICAL WIRING ESTIMATING And COSTING 
NAIDU M.S.,SF6 And VACCUM INSULATION FOR HIGH VOLTAGE APPLICATIONS 
"LENK, RON",Practical Lighting Design with LEDs 
GUPTA P.V.,INTRODUCTORY COURSE IN ELECTROMAGNETIC FIELDS 
"Ketterson,J.B.",Superconductivity 
"DARYANANI, GOBIND",PRINCIPLES OF ACTIVE NETWORK SYNTHESIS AND DESIGN 
VENUGOPAL,WAVE LENGTH CoNVERTERS IN OPTICAL NETWORKS 
"Walker, Bruce H",Optical Engineering Fundamentals 
"Avadhanulu ,M N",An Introduction Lasers  Theory and Applications 
"LAUD, BB",LASERS AND NONLINEAR OPTICS 
"NAGABHUSHANA, S",LASERS AND OPTICAL INSTRUMENTRATION 
"Silfvast,William T",Laser Fundamentals 
"SVELTO, ORAZIO",PRINCIPLES OF LASERS 
MARK CSELE,FUNDAMENTALS OF LIGHT SOURCES AND LASERS
"CASTLEMAN, KENNETH R",DIGITAL IMAGE PROCESSING 
ANIL. K. JAIN,FUNDAMENTALS OF DIGITAL IMAGE PROCESSING 
Bhabatosh Chandra,Digital Image Processing and Analysis 
BOSE TAMAL,DIGITAL SIGNAL AND IMAGE PROCESSING 
"BURGER, WILHELM",DIGITAL IMAGE PROCESSING  AN ALGORITHMIC INTRODUCTION USING JAVA 
"CHANDA, B",DIGITAL IMAGE PROCESSING AND ANALYSIS 
"DOUGHERTY, GEOFF",DIGITAL IMAGE PROCESSING  FOR MEDICAL APPLICATIONS 
"Dougherty ,Edward R",Electronic Imaging Technology 
"Dougherty,Edward R",Random Process for Image and Signal Processing 
GHAli A,Structural Analysis 
GONZALEZ C RAFEL,DIGITAL IMAGE PROCESSING USING MATLAB 
GOSE EARL,PATTERN RECOGNITION AND IMAGEANALYSIS 
"Helmut,Thielicke",How the world began 
MALAY K PAKHIRA,DIGITAL IMAGE PROCESSING AND PATTERN RECOGNITION 
"Pratt,William K",Digital Image Processing  PIKS Inside 
"PRASAD, L",WAVELET ANALYSIS WITH APPLICATIONS TO IMAGE PROCESSING 
"SONAK, MILKAN",IMAGE PROCESSING ANALYSIS AND MACHINE VISION 
"Weeks,Arthur R.",Fundamentals of Electronic image Processing 
SANJAY SHARMA,DIGITAL IMAGE PROCESSING
Rafel C.Gonzalez,Digital Image Processing 
Robert F. Coughlin,OP Amps and Linear Integrated Circuits 
"CHANDRA, A M",REMOTE SENSING AND GEOGRAPHIC INFORMATION SYSTEM 
Cracknell,Introduction to Remote Sensing 
"LILLIESAND, KIEFER, CHIPMAN",REMOTE SENSING AND IMAGE INTERPRETATION 
"MYNBAEU, DJAFER",FIBER OPTIC COMMUNICATION TECHNOLOGY 
R Allen Shotwell,An Introduction to Fiber Optics 
THYAGARAJAN K,FIBRE OPTIC ESSENTIALS 
"VIVEKANAND, MISHRA",FIBER OPTIC COMMUNICATION  SYSTEMS AND COMPONENTS 
"DESHPANDE, MV",DESIGN AND TESTING OF ELECTRICAL MACHINES 
"DOEBELIN, ERNEST O",DOEBELINS MEASUREMENT SYSTEMS 
Doebelin,Measurement System 
GUPTA J B,ELECTRICAL MEASUREMENTS AND MEASURING INSTRUMENTS 
"SAWHNEY, A K",A COURSE IN ELECTRICAL AND ELECTRONIC MEASURMENTS AND INSTRUMENTATION 
"Raj, Baldev",Practical Nondestructive testing 
"SAWHNEY, AK",ELECTRICAL AND ELECTRONIC MEASUREMENTS AND INSTRUMENTATION 
Theraja,A TEXT BOOK ELECTRICAL TECHNOLOGY VOL4 
HARRY L.VAN TREES,DETECTIONESTIMATION AND MODULATION THEORY
I.J. Nagrath,Electronics  Analog and Digital 
Maini,Electronics And CommnSimplifiers 
"I Mc Kenrgle Smith, etc",Hughes Electrical And electronic Technology 
"GARG, VIJAY",PRINCIPLES AND APPLICATION OF GSM 
ANOOP MATHEW,FIRST COURSE ON ELECTRONIC ENGINEERING 
"Cathey,Jimmie J.",Electronics  2000 solved Problems in Schaums solved Problems Series 
"GANGULY, PATHAKUMAR",PRINCIPLES OF ELECTRONICS 
GOPAKUMAR K,BASICS OF ELECTRONICS AND COMMUNICATION ENGINEERING 
GOPAKUMAR,INTRODUCTION TO ELECTRONICS ENGINEERING 
HILEY JOHN,HUGHES ELECTRICAL AND ELECTRONICS TECHNOLOGY 
KASAP S O,PRINCIPLES OF ELECTRONIC MATERIALS AND DEVICES 
"NAVAS, K.A",BASICS OF ELECTRONICS ENGINEERING 
PREM R CHADHA,QUESTION BANK IN ELECTRONICS AND COMMUNICATION ENGINEERING
"STOREY, NEIL",ELECTRONICS  A SYSTEMS APPROCH 
BRIJESH VARMA,Question Bank in Electrics and Communication Engineering
FRENZEL,COMMUNICATINS ELECTRONICS 
Handa,Electronics and Communication Engineering 
"SMITH, RALPH",CIRCITS DEVICES AND SYSTEMS 
THYGARAJAN T.,FUNDAMENTALS OF ELECTRICAL And ELETRONICS ENGINEERING 
"CATHEY, JIMMIE",2000 SOLVED PROBLEMS IN ELECTRONICS 
Martin Feldrnan,Electronics Laboratory Manual 
G K PUBLISHER,GATE  ELECTRONICS And COMMUNICATION ENGINEERING 
"GATES, EARL D",INTRODUTION TO ELECTRONICS 
"BRAGA, NEWLON C",MECHATRONICS  SOURCE BOOK 
"WAYES, THOMAS C",STUDENT MANUAL FOR THE ART OF ELECTRONICS 
Madhuri A Joshi,Electronic Components And Materials 
Mehta,Principles of Electronics 
"ANAND, M L",CONSUMER ELECTRONICS FUNDAMENTALS OF AUDIO VISEO SYSTEMS 
THEDOR F BOGART,ELECTRONIC DEVICES AND CIRCUITS 
ANOKH SINGH,FUNDAMENTALS OF ELECTRONICS 
Avinashi Kapoor,Digital Electronics  Principles and Practice 
"AWSCHALOM, DAVID D",SPIN ELECTRONICS 
"BALI, S P",CONSUMER ELECTRONICS 
Bhargav N N,Basic Electronic and Linear Circuits 
BHATACHARYA S.K.,INDUSTRIAL ELECTRONICS And CONTEROL 
Bhattacharya,Industrial Electronics And Control 
CHATTOPADHYAY,Electronics  Fundamentals and Applications 
"CHAKRABARTI, P K",THEORY OF LINEAR CIRCUITS AND RUDIMENTS OF ELECTRONICS 
D.C. Green,Digital Electronics 
DEBASHISH DE,BASIC ELECTRONICS 
"DHIR , S M",Electronic Componenets and Materials  Principles Manufacture and Maintaince 
"ARUN, P",ELECTRONICS 
"Gibilisco,Stan",Electronic Demystified 
"HOROWITZ,PAUL",THE ART OF ELECTRONICS 
"HSU, TAI RAN",MEMS AND MICROSYSTEMS DESIGN AND MANUFACTURE 
John D.Ryder,Electronic Fundamentals and Applications  Integrated and Discrete Systems 
"KAL, SANTIRAM",BASIC ELECTRONICS DEVICES CIRCUITS AND IT FUNDAMENTALS 
"KHAN, ANWAR A",A FIRST COURSE IN ELECTRONICS 
"KISSELL, THOMAS",INDUSTRIAL ELECTRONICS 
"LAL KISHORE, DHARMARAJ CHERUKU, RAJKAMAL",ADVANCED ELECTONICS 
"MOTH POULSEN, KASPER",HANDBOOK OF SINGLE MOLECULE ELECTRONICS 
NAGRATH I J,ElectronicsAnalog and Digital 
Neil Storey,Elctronics  A Systems Approach 
Padmanabhan,Electronic Components 
"Paul,Biswanath",Industrial Elecronics and Control 
POLAVARAPU. PRASAD L,CHIROOPTICAL SPECTROSCOPY 
"PURI, V K",DIGITAL ELECTRONICS  CIRCUITS AND SYSTEMS 
"RAMANUJAM, R",COMPUTATIONAL ELECTROMAGNETIC TRANSIENT 
Ramanan K.V,Functional Electronics 
"RAMA, REDDY S",FUNDAMENTALS OF POWER ELECTRONICS 
RAVEENDRANATHAN K C,ANALOG COMMUNICATIONS SYSTES PRINCIPLES AND PRACTICES 
"SCHULTZ, MITCHEL E",GROB S BASIC ELECTRONICS 
"SONVEER, SINGH",ELECTRONICS ENGINEERING 
ThiripurasundariD.,Electronics and Microprocessors 
"ZBAR, MALVINO,MILLER",Basic Electronics  A TextLab Manual 
"Zbar,Paul B.",Industrial Electronics  A Text Lab Manual 
Charles A. Harper,Electronic Packaging and Interconnection Handbook 
"KULKARI, M",MICROWAVE And RADAR ENGINEERING 
"CARLSON, A BRUCE",CIRCUITS  Engineering concepts And analysis of linear electronic circuits 
"MAINI, ANIL K",ELECTRONIC DEVICES And CIRCUITS 
"BOGART, THEODORE F",INTRODUCTION TO DIGITAL CIRCUITS 
"CARR, JOSEPH J",LINEAR INTEGRATED CIRCUITS 
"RAO, MOTHIKIS S PRAKASH",PULSE And DIGITAL CIRCUITS 
"VAIDHYANATHAN, P D",MULTIRATE SYSTEM And FILTER BANKS 
Abraham I Pressman,Switching Power Supply Design 
HSU TAI-RAN ,MEMS AND MICROSYSTEMS DESIGN AND MANUFACTURE
MADE EASY,PRACTICE BOOK FOR PSUS ELECTRONICS ENGINEERING
NISHANTH N RESHNA S,INDUSTRIAL ELECTRONICS
